IPAddress,1.1.1.1,https://blog.cloudflare.com/vulnerability-transparency-strengthening-security-through-responsible/,"In an era where digital threats evolve faster than ever, cybersecurity isn't just a back-office concern — it's a critical business priority...."
IPAddress,23.7.160.0,https://blog.cloudflare.com/vulnerability-transparency-strengthening-security-through-responsible/,"In an era where digital threats evolve faster than ever, cybersecurity isn't just a back-office concern — it's a critical business priority...."
URL,http://43.247.135.53:10443,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:15.204.56.106,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:sentinelones .com,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:43.247.135.53/10443,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http://43.247.135.53:10443,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:54.77.139.23,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:oastify ..com,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:3.248.33.252,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:applr-malbbal.s3.ap-northeast-2.amazonaws.com,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:abode-dashboard-media.s3.ap-south-1.amazonaws.com,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:brandnav-cms-storage.s3.amazonaws.com,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
URL,http:103.30.76.206,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,15.204.56.106,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,43.247.135.53,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,54.77.139.23,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,3.248.33.252,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,103.30.76.206,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,103.30.76.206,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,103.30.76.206,https://blog.eclecticiq.com/china-nexus-nation-state-actors-exploit-sap-netweaver-cve-2025-31324-to-target-critical-infrastructures,"
 Executive Summary 
   
 EclecticIQ analysts assess with high confidence that, in April 2025, China-nexus nation-state APTs (advanced persi..."
IPAddress,12.5.0.0,https://blog.eclecticiq.com/china-nexus-threat-actor-actively-exploiting-ivanti-endpoint-manager-mobile-cve-2025-4428-vulnerability,"Executive Summary   
 On Thursday, May 15, 2025, Ivanti disclosed two critical vulnerabilities - CVE-2025-4427 and CVE-2025-4428 - affecting..."
IPAddress,192.0.66.233,https://www.malwarebytes.com/blog/news/2025/07/free-certificates-for-ip-addresses-security-problem-or-solution,"Let’s Encrypt has  announced  its issued its first certificate for an IP address. Why that’s significant deserves a little explanation. 
 Yo..."
URL,http:admitab.com,https://www.malwarebytes.com/blog/news/2025/07/millions-of-people-spied-on-by-malicious-browser-extensions-in-chrome-and-edge,Researchers  have discovered a campaign that tracked users’ online behavior using 18  browser extensions  available in the official Chrome a...
URL,http:edmitab.com,https://www.malwarebytes.com/blog/news/2025/07/millions-of-people-spied-on-by-malicious-browser-extensions-in-chrome-and-edge,Researchers  have discovered a campaign that tracked users’ online behavior using 18  browser extensions  available in the official Chrome a...
URL,http:click.videocontrolls.com,https://www.malwarebytes.com/blog/news/2025/07/millions-of-people-spied-on-by-malicious-browser-extensions-in-chrome-and-edge,Researchers  have discovered a campaign that tracked users’ online behavior using 18  browser extensions  available in the official Chrome a...
URL,http:c.undiscord.com,https://www.malwarebytes.com/blog/news/2025/07/millions-of-people-spied-on-by-malicious-browser-extensions-in-chrome-and-edge,Researchers  have discovered a campaign that tracked users’ online behavior using 18  browser extensions  available in the official Chrome a...
URL,http:click.darktheme.net,https://www.malwarebytes.com/blog/news/2025/07/millions-of-people-spied-on-by-malicious-browser-extensions-in-chrome-and-edge,Researchers  have discovered a campaign that tracked users’ online behavior using 18  browser extensions  available in the official Chrome a...
